timestamp,yhat
2024-08-01 00:00:00+02:00,79.55755396831952
2024-08-01 01:00:00+02:00,72.73862678709551
2024-08-01 02:00:00+02:00,67.78344129931024
2024-08-01 03:00:00+02:00,70.72969522771794
2024-08-01 04:00:00+02:00,77.14326569646042
2024-08-01 05:00:00+02:00,86.32086602903581
2024-08-01 06:00:00+02:00,93.13539817678215
2024-08-01 07:00:00+02:00,96.28756039196871
2024-08-01 08:00:00+02:00,92.47054389966915
2024-08-01 09:00:00+02:00,83.49276684367649
2024-08-01 10:00:00+02:00,73.46730009648412
2024-08-01 11:00:00+02:00,62.30273468696063
2024-08-01 12:00:00+02:00,55.03277200013084
2024-08-01 13:00:00+02:00,52.21118717709124
2024-08-01 14:00:00+02:00,53.881614745329145
2024-08-01 15:00:00+02:00,62.60622169604751
2024-08-01 16:00:00+02:00,72.01332969606085
2024-08-01 17:00:00+02:00,81.9829337451445
2024-08-01 18:00:00+02:00,89.8148693487707
2024-08-01 19:00:00+02:00,93.53091537524975
2024-08-01 20:00:00+02:00,93.04915026267432
2024-08-01 21:00:00+02:00,88.39314831556491
2024-08-01 22:00:00+02:00,81.68416854972605
2024-08-01 23:00:00+02:00,74.74882290561274
